ArticleId,Text,Category,Text_Length,Word_Count
1860,camera phone must have four time mobile camera sold europe end last year say report analyst gartner globally number sold reach million increase report predicts nearly mobile phone sold built camera improving imaging technology mobile making increasingly must buy europe camera mobile take megapixel image japan asia pacific camera phone technology much advanced mobile already released take megapixel image japan still dominates mobile phone technology uptake huge according gartner mobile sold camera camera phone teething problem first launched people struggled poor quality image us well complexity expense sending via mm multimedia messaging service changed last month handset maker concentrated trying make phone easier use realising people like use camera phone different way introduced design feature like rotating screen viewfinder removable memory card easier control send picture message mobile company introduced way people share photo people included giving people easier way publish website mobile blog moblogs report suggests image quality increase people interested printing picture kiosk image sensor technology inside camera phone improving gartner report suggests mid likely image resolution camera phone two megapixels consumer digital camera image range two four megapixels quality six megapixels high end camera lot work done make camera phone like digital camera handset already feature limited zoom capability manufacturer looking technological improvement let people take photo poorly lit condition like nightclub development include wide angle mode basic editing feature better sensor processor recording film clip image camera phone even made art world exhibition next month aid charity mencap feature snap taken camera phone top artist exhibition fonetography feature image taken photographer david bailey rankin nan goldin artist sir peter blake tracey emin jack vettriano us worried many organisation intel samsung uk foreign office lawrence livermore national laboratory u decided ban camera phone building fear sensitive information snapped leaked many school fitness centre local council also banned fear privacy misuse italy information commissioner also voiced concern issued guideline phone used camera phone fear dampened manufacturer profit according recent figure sony ericsson profit tripled third quarter new camera phone mobile sold three month september featured integrated camera said,tech,3580,340
1280,wale want rugby league training wale could follow england lead training rugby league club england already three day session leeds rhino wale thought interested similar clinic rival st helen saint coach ian millward given approval happen unlikely season saint week training portugal next week wale play england opening six nation match february approach wale confirmed saint spokesman early stage something giving serious consideration st helen proud welsh connection obvious partner welsh rugby union despite spat collapse kieron cunningham proposed move union side swansea similar cross code deal took iestyn harris leeds cardiff go talented stand returned man code bradford bull kel coslett famously moved wale league currently saint football manager clive griffith wale defensive coach former st helen player thought man behind latest initiative scott gibbs former wale lion centre played st helen challenge cup winning team wembley,sport,1421,138
1994,parmalat bank barred suing bank america banned suing parmalat food group went bust accounting scandal bank along investor auditor group manager want damage victim fraud hand italian firm judge barred bank america two auditor case bank italaudit formerly italian arm auditor grant thornton face lawsuit possible prosecution second auditor deloitte touche also banned case grant thornton rid italian unit centre case still permitted sue consob italy stock market regulator hundred small investor parmalat new manager parmalat collapsed december emerged bn euro bn bn supposedly held bank american offshore account fact exist,business,941,91
1995,mourinho plot impressive course chelsea win fulham confirming position premiership summit prof everything place mount serious challenge front season got strength depth great player outstanding manager jose mourinho finance club world match need add big prize know difficult part one thing certain put position make leap success impressively indeed beat tough everton stamford bridge newcastle carling cup fulham great result given showing good form said winning major honour hardest task mourinho manager make whole lot easier handle anticipation expectation come way mourinho biggest club prize champion league track record confidence transmits top player priceless commodity one anything highly impressed mourinho regarded touch arrogant people maybe appear way silverware back talk mourinho simply talk good game big game champion league final porto may criticise talk word backed action also found realistic whenever heard spent lot money seems working remember lot manager spent money worked buy integrating arjen robben player giving extra dimension early game slaughtered defensive tactic yet winning game cannot win title early season certainly lose point board vital also thought criticism harsh even though scoring goal creating chance hatful taking chance double threat robben damien duff thing looking good wonder lack predator particularly didier drogba injured starting look part sidelined feel chelsea ruud van nistelrooy would even safe bet title chelsea also tool go far champion league felt would never better chance last season swept europe far season interesting see mourinho prioritises thing life made easier size chelsea squad said believed chelsea would win league season even arsenal flying start seen nothing make change mind anything seen confirmed early impression chelsea would taken encouragement arsenal rocky defensive display spur even though ran winner mourinho say game complaining five four hockey score football score three three training match score reach send player back dressing room defending properly get result like game disgraceful serious note game merely confirmed importance sol campbell arsenal much criticism aimed pascal cygan believe problem lie absence campbell overall effect arsenal defence confidence crucial factor defending start conceding goal suddenly get chill bone every time ball come penalty area think oh find worst fear confirmed arsenal need reverse process without campbell get clean sheet board return campbell key solidifies unit pace powerful air deck vastly experienced calming influence around campbell pull together back get defence playing unit chelsea problem present would still place money edge arsenal champion season,sport,4539,391
231,tv show unites angolan family angolan family attempting track separated nearly year war succeeding thanks hugely popular tv show meeting point become one tv angola watched programme reunited hundred family run daily television also radio every friday hundred people gather luanda independence square record message front tv camera hope lost relative see many relative reunited air beginning absolute explosion huge huge crowd sergio gera programme chief co ordinator told bbc world service assignment programme thing little calmer slightly le people two half year broadcasting still lot people going medium southern african country twice size france gripped quest many people find relative hundred thousand people died angola year civil war finally ended ten thousand people still missing many heard anything year angolan family lost someone idea recording independence square modelled square argentine capital buenos aries mother go talk dead missing exchange news one woman victoria lapete found sister remaining member family independence square live meeting point seen sibling year saw threw arm told assignment started cry felt happy spent long without family suddenly sister however angola one poorest country africa number people access either television radio comparatively mean elsewhere country task reuniting family lie primarily international committee red cross icrc city wambo icrc run gazetta page tabloid size book contains name missing displaced task made much harder huge number landmines dotted around country difficult many displaced stated joaquim sahundi head tracing wambo try go back home others trying relocate relative many people getting injured village bush clearance mine people crossing area step mine icrc also us medium running four daily broadcast list missing radio angola meanwhile remain massive challenge angolan family even reunited programme family reunification extremely important family remain reunified social integration job access education healthcare said rafael marque pro democracy george soros foundation southern africa essentially government waiting international community pay reconstruction persistently calling donor conference way detaching political responsibility,entertainment,3476,311
1874,bank voted rate change decision keep interest rate hold earlier month passed bank england rate setting body minute shown one member bank monetary policy committee mpc paul tucker voted raise rate news surprised analyst expected latest minute show another unanimous decision worry growth rate consumer spending behind decision freeze rate minute showed bank latest inflation report released last week noted main reason inflation might fall weaker consumer spending however mpc member paul tucker voted quarter point rise interest rate argued economic growth picking equity credit housing market stronger expected bank minute said risk inflation forecast sufficiently downside keep rate hold latest meeting however minute added member noted increase might warranted due course economy evolved line central projection ross walker uk economist royal bank scotland said surprised dissenting vote made soon said minute appeared trying get market focus possibility rise rate economy pan expect probably going hike rate however added rate increase likely happen later year mpc member likely look sustainable pick consumer spending acting,business,1665,164
1234,fear help france laporte france coach bernard laporte belief team scared going game england sunday claim work favour french turned stuttering performance limped win scotland opening match six nation saturday go twickenham little fear give u boost said french coach added never good enough favourite meanwhile perpignan centre jean philippe granclaude delighted received first call france squad incredible youngster said expecting playing france team always dream come true face england twickenham six nation laporte announce starting line wednesday french team training centre marcoussis near paris,sport,941,85
1555,gadget market grow explosion consumer technology continue delegate world largest gadget show la vega told number gadget shop predicted grow device talk become increasingly important everything going digital kirsten pfeifer consumer electronics association told bbc news website consumer electronics show ce featured pick product consumer controlling want technology like hdtv high definition tv digital radio digital camera remain strong product show really showed breadth depth industry despite showing diversity delegate attending complained showcase lacked much wow factor previous year portable technology show also reflected one buzzword ce time place shifting multimedia content able watch listen video music anywhere time start last year ce cea predicted would average growth figure surpassed rise popularity portable digital music player personal video recorder digital camera clear also gadget becoming lot lifestyle choice fashion personalisation becoming increasingly key way gadget designed part rise spending power generation x er grown technology spending power desire device suit consumer electronics market made female buyer according cea research hybrid device combine number multimedia function also evidence show floor lot driven ability said stephen baker consumer electronics analyst retail research firm npd group function cost next nothing add well show floor showcasing everything tiny wearable mp player giant high definition tv several keynote speech made industry leader microsoft chief bill gate despite several embarrassing technical glitch mr gate pre show speech announced several new partnership mainly u market unveiled new way letting people take tv show recorded personal video recorder watch back portable device disappointed however failing announce detail next generation xbox game console another disappointment lack exposure sony new portable game device psp show sony said much anticipated gadget would likely start shipping march u europe went sale japan christmas two psps embedded glass cabinet show though representative discus detail sony representative told bbc news website sony consider part consumer technology offering elsewhere show plethora colour plasma screen including samsung inch metre plasma largest world industry expert also excited high definition technology coming fore new format dvd coming hold six time much data conventional dvd many device move lot product show offering external storage like seagate gb pocket sized external hard drive innovation engineering design prize trade professional attended ce la vega officially ran january,tech,3864,366
619,search war hit desktop pc another front going battle microsoft google opened end microsoft aim launch search software find kind file pc hard drive move answer google release search tool catalogue data desktop pc desktop search market becoming increasingly crowded google aol yahoo many smaller firm tout program help people find file microsoft made announcement forthcoming search software call financial analyst talk first quarter result john connors microsoft chief financial officer said test version desktop search software available download end year going heck great race search google microsoft yahoo said going really fun follow microsoft coming late desktop search arena software compare favourably program large number rival many fiercely dedicated population user program could based software microsoft owns result purchase lookout software early october october google released desktop search software catalogue file pc let user use one tool find e mail message spreadsheet text file presentation software also find webpage message sent via aol instant messenger many firm released desktop search system recently company blinkx copernic enfish x technology x friend job cataloguing huge amount information people increasingly store desktop home computer apple also debuted similar search system computer called spotlight due debut release tiger operating system due follow net giant aol yahoo latter recently bought stata lab get hand search software people use microsoft also reputedly working novel search system next version window codenamed longhorn however likely appear recent activity search industry show need move beyond simple keyword based web search said kathy rittweger co founder blinkx finding information computer becoming difficult find relevant webpage amongst billion exist desktop search become important several reason according research message analyst radicati group information critical keeping many business running sits e mail message attachment jf sullivan spokesman e mail software firm sendmail said many organisation starting realise important messaging organisation way work key thing able manage information said also search increasingly key way people get around internet many people use search engine first page go getting net many others use desktop toolbars let search information matter program using tool desktop lucrative way control people go online company google relies revenue advert knowledge people looking worth huge amount money invasiveness already led ask privacy implication tool,tech,3645,363
1043,brit return keane number one brit success helped return keane award winning album hope fear back top uk album chart debut album took best british album title brit tuesday moved seven place number eight number one also capitalising brit success scissor sister whose eponymous album moved three place number two u latest single sometimes make took top spot single chart ahead elvis track current album dismantle atomic bomb pushed eminem like toy soldier number one number three elvis wooden heart entered chart number two sixth series reissue mark th anniversary presley birth currently six released elvis track occupying spot top single chart including lonesome tonight number never number jailhouse rock number soldier destiny child ti lil wayne debuted number four almost duet former westlife star brian mcfadden delta goodrem fell number three number five follow brit success franz ferdinand best rock act best british group last week self titled album moved number four last week number one album tourist athlete fell number three,entertainment,1447,163
1433,fao warns impact subsidy billion farmer livelihood risk falling commodity price protectionism un food agriculture organisation warned trade barrier subsidy severely distort market fao report state agricultural commodity market said result billion people developing world rely farming face food insecurity endangered live least developed country fao report said support farmer industrialised nation equivalent time amount provided aid agricultural development poor country fao urged world trade organisation swiftly conclude negotiation liberalise trade easing developing country access world market also criticised high tariff imposed developed developing nation recommends developing country reduce tariff encourage trade take advantage market liberalisation according organisation subsidy high tariff strong impact trade product cotton rice global export product mainly hand european union u thanks subsidy sell low price fact almost wealthy nation spend bn bn bn euro agricultural subsidy market situation divided developing nation two group fao said first group reasonably diverse range agricultural product second group agriculture lie largely hand small scale producer developing country export income come sale one product country mainly situated sub saharan africa latin america caribbean,business,1871,173
1583,martinez see vinci challenge veteran spaniard conchita martinez came set beat italian roberta vinci qatar open doha wimbledon champion earn second round meeting french open champion anastasia myskina fifth seed patty schnyder also battle needed three set beat china na li slovakian daniela hantuchova beat bulgarian magdaleena maleeva set second round clash russian elena bovina veteran martinez found trouble early vinci italian clinching set thanks break third th game vinci game fell piece martinez swept aside crisp cross court return deft volley day match japan ai sugiyama defeated australian samantha stosur australian nicole pratt beat tunisian selima sfar next face compatriot alicia molik,sport,980,103
1585,blair hail turkey eu talk deal tony blair hailed deal bringing turkey step closer eu membership important world future peace prosperity mr blair leading advocate turkish membership despite controversy surrounding idea leaving brussels summit mr blair said fact turkey muslim country mean barred deal open formal talk ankara came despite eu demand turkey recognise cyprus agreed issue tackled later date turkish premier recep erdogan accept negotiation guarantee country full eu membership join turkey may accept restriction limit migration citizen mr blair said turkey eu importance future peace prosperity country britain wider world stating fundamental principle fact turkey muslim country mean barred europe contrary fulfils principle human right muslim christian work together agreement turkey must issue written statement promising sign accord effectively recognising greek cypriot government give turkey time sell idea people internationally recognised southern part cyprus eu member turkey occupies northern cyprus previously insisted would bow demand recognise country calling issue red line could take year turkey able join entry cannot guaranteed eu also announced start accession talk croatia april however talk begin country co operates fully un war crime tribunal former yugoslavia,politics,1851,183
1624,global blogger action day called global web blog community called action lend support two imprisoned iranian blogger month old committee protect blogger asking blog dedicate site february free mojtaba arash day arash sigarchi mojtaba saminejad prison iran blog free site people publish thought opinion iranian authority clamping prominent site time hope day focus people curt hopkins director committee told bbc news website group list action say blogger take including writing local iranian embassy committee deemed tuesday free mojtaba arash day part first campaign calling blogsphere name worldwide community blogger help raise awareness plight mojtaba arash well cyber dissident blog least could put nothing blog except free mojtaba arash day said mr hopkins would mean could see phrase million time alone shine light situation one find one dedicated take second technorati blog search engine track six million blog say added daily blog created every second according u research think tank committee protect blogger started u blogger curt hopkins count fired flight attendant blogger ellen simonetti deputy director since started international blogger bill right global petition protect blogger work although website committed human right issue mean aim hub organisation information support blogger particular right freedom speech committee although month old aim focal point blogger action similar issue future operate non profit organisation blogging weird man land people think one thing another depending point view said mr hopkins think pundit kind like journalist like private blog publishing platform constituency cold human right issue country track record restricting published medium concern blogger question blogger right say want site thorny one received much press attention recently high profile case employee sacked said personal often anonymous blog highlighted muddy situation blogsphere currently big messy argument explained mr hopkins added new way business clamp down way issue get tested court said mr hopkins part whole messy conversation already got blogger company tomorrow blogger policy better start looking one mr hopkins said blogsphere doubling every five month powerful take little time expertise create blog everyone mum radical conservative said many company offer easy use service create blog publish minute global community essential difference call templating software give every single person earth chance one even computer,tech,3961,357
2010,tindall aiming earn lion spot bath england centre mike tindall belief make summer lion tour despite missing season injury world cup winner action since december damaged shoulder foot tindall recently signed bath west country rival gloucester told rugby special would fit time tour new zealand aiming fit april hope play said spoken sir clive woodward understands situation hope get tour year old face stiff competition centre place brian driscoll gordon arcy gavin henson aware competition intense missing tour australia knee injury tindall say happy opportunity wear red shirt quite laid back honest quite hard expect pushing test spot said happened season least clive know fresh full interview mike tindall tune sunday rugby special bbc two,sport,1230,115
194,french suitor hold lse meeting european stock market euronext met london stock exchange lse amid speculation may ready launch cash bid euronext chief jean francois theodore held talk lse bos clara furse day rival deutsche boerse put forward bid case german exchange said held constructive professional friendly talk lse euronext declined comment talk ended friday speculation mounting german may raise bid bn deutsche boerse previously offered bn rejected lse euronext rumoured facility place fund bn cash bid far however neither tabled formal bid deal either bidder would create biggest stock market operator europe second biggest world new york stock exchange speculation euronext would use friday meeting opportunity take advantage growing disquiet deutsche boerse plan dominance london market union deutsche boerse staff frankfurt reportedly expressed fear job would moved london takeover successful work council expressed concern equity derivative trade could managed london future reuters news agency report union source saying german politician also said angry market operator promise move headquarters london bid successful meanwhile lse shareholder fear deutsche boerse control clearstream unit clearing house process security transaction would create monopoly situation would weaken position shareholder negotiating lower transaction fee share dealing lse euronext control clearing settlement operation situation critic say transparent competitive german group ownership clearstream seen main stumbling block london frankfurt merger commentator believe deutsche boerse formally asked german authority approve plan buy lse may offer sell clearstream gain shareholder approval euronext far given little away sweetener offer lse europe biggest equity market deal,business,2448,244
1106,gazprom back tax claim nuclear unit russian energy giant gazprom reportedly facing bn rouble back tax claim period vedomosti newspaper reported russian authority made demand end last year paper added tax claimed linked company export activity gazprom biggest gas company world took nuclear fuel giant atomstroieksport october main project atomstroieksport building nuclear plant iran source tension russia u gazprom one key player complex russian energy market government vladimir putin made move regain state influence sector gazprom set merge state oil firm rosneft company eventually acquired yuganskneftegas main unit embattled oil giant yukos claim back tax tool used yukos led enforced sale yuganskneftegas analyst fear kremlin continue use sort move boost effort state regain control strategically important sector oil,business,1208,118
239,n extends indian beer venture uk biggest brewer scottish newcastle n buy india united brewery deal worth bn rupee n buy equity stake united maker well known kingfisher lager brand make public offer buy another stake similar holding controlled vijay mallya chair indian firm deal natural development joint venture united said tony froggatt n chief executive top brand include newcastle brown ale foster john smith strongbow kronenbourg n united agreed form strategic partnership one would include joint venture business uk investment indian brewer joint venture established may party stake venture millennium alcobev millennium alcobev merged united expects post merger half india beer market india population one billion consumes billion bottle beer every year kingfisher market share addition equity stake n invest bn rupee united non convertible redeemable preference share meanwhile united budget airline kingfisher airline buy aircraft airbus option buy aircraft deal worth bn airline brainchild mr mallya expects start operation end april new airline would break even first year operation mr mallya said,business,1630,164
2006,police urge pub closure power new power needed close disorderly pub bar club week even permanently police chief told mp association chief police officer president chris fox said current hour closure power enough impact bad landlord mr fox comment follow controversy plan allow pub open around clock rejected critic call law change delayed instead new licensing act could help reduce drunken disorder properly planned argued acpo made call stronger closure power paper common home affair select committee meeting mr fox said able close premise hour necessarily make impact saturday morning close hour lot pain premise probably open sunday anyway getting management run disorderly house without facing immediate sanction acpo proposal closure order would used agreement local licensing authority new licensing law give police greater power close pub club hour period mr fox said drink industry currently regulating making money cost human misery public purse strategic planning process le useless said mr fox said new law due start phased next month could help food outlet public transport public toilet could cope late night drinker staggering closing hour solution infrastructure premise properly managed people served rolling drunk underage tossed street said problem pm event get grip underlying cause acpo want pub club cause extra work police hospital pay towards cost home secretary charles clarke currently looking idea levy drink industry pay cost extra policing licensing change sparked concern among mp council senior police officer fear could exacerbate drinking problem culture secretary tessa jowell tuesday said job bow campaign change status quo new law causing current binge drinking problem told bbc two newsnight leaked document suggested ex home secretary david blunkett branded new opening hour leap dark m jowell insisted concern met police job alcohol related crime would made easier pub close time added,politics,2936,291
401,double injury blow strike wale wale centre sonny parker number eight ryan jones miss saturday game italy injury parker recovered trapped nerve neck kept win england tom shanklin expected continue centre jones damaged collar bone coming replacement england join flanker colin charvis foot injury sideline meanwhile mike ruddock may make gavin henson first choice kicker rome centre wale hero six nation win england landing huge late penalty wide clinch game first choice kicker stephen jones handed responsibility henson greater kicking range fly half already missed number shot goal first aim get gavin settled team giving kick something talk selection week wale coach mike ruddock told bbc sport wale henson say relishing medium hype heaped since last saturday game thrive think make perform better said glad short week italy game much build england fly rome thursday back playing,sport,1335,137
741,spam e mail tempt net shopper computer user across world continue ignore security warning spam e mail lured buying good report suggests quarter bought software spam e mail bought clothes jewellery well profiting selling good service driving advertising traffic organised crime ring use spam glean personal information business software alliance bsa warned people stay alert many online consumer consider true motif spammer said mike newton spokesperson bsa commissioned survey selling software appears legitimate genuine looking packaging sophisticated website spammer hiding spyware without consumer knowledge software installed pc network information given internet obtained abused result also showed proportion people reading admitting reading taking advantage adult entertainment spam e mail low one research covered people six country attitude towards junk e mail revealed brazilian likely read spam third read unsolicited junk e mail buy good service receiving spam french second likely buy something briton taking advantage product service despite people country worried net security amount spam get third respondent said concerned spam e mail contained virus program attempted collect personal information industry medium helped raise awareness issue surround illegitimate e mail helping reduce potential financial damage nuisance phishing attack spoof website said william plante director corporate security fraud protection security firm symantec time consumer need continue exercising caution protect harm mixture spam filter spyware detection software sound judgement,tech,2282,216
843,eurovision great battle star eurovision song contest show year history compete celebrate contest anniversary viewer choose past song performed original artist others spirit original past eurovision performer include abba celine dion buck fizz nana mouskouri lulu julio iglesias fan vote usual pick time best eurovision song show denmark october first contest organised european broadcasting union ebu become annual event pitting pop giant musical minnow often surprising result regard essential celebration continental talent others see equally unmissable parade reason country normally produce international star th annual contest held kiev ukraine may ukrainian singer ruslana last year th anniversary special held denmark later year danish broadcasting corporation came idea time contest plan hold london scrapped problem finding suitable venue ireland successful country show history seven victory followed uk france luxembourg five,entertainment,1399,129
890,mobile rack year use mobile phone uk celebrating th anniversary weekend britain first mobile phone call made across vodafone network january veteran comedian ernie wise year since day mobile phone become integral part modern life almost briton handset mobile become popular many people use handset phone rarely use landline first ever call portable phone made new york took year first commercial mobile service launched uk far behind rest world setting network let people make call walked first call made st katherine dock vodafone head office newbury time curry house first nine day vodafone firm mobile network uk january cellnet launched service mike caudwell spokesman vodafone said phone launched size briefcase cost battery life little minute despite hugely popular mid said became yuppy must status symbol among young wealthy business folk also despite fact phone used analogue radio signal communicate made easy eavesdrop said took vodafone almost nine year rack first million customer month get second million easy forget put bid document forecasting total market would two million people said cellnet forecasting half vodafone customer uk alone cellnet vodafone mobile phone operator uk one one mobile launched orange uk launch newcomer operated digital mobile network operator use technology analogue spectrum old phone retired called global system mobile gsm widely used phone technology planet used help billion people make call mr caudwell said advent digital technology also helped introduce thing text messaging roaming made mobile popular,tech,2496,234
794,door open biggest gadget fair thousand technology lover industry expert gathered la vega annual consumer electronics show ce fair showcase latest technology gadget hit shop next year new product unveiled show unfolds microsoft chief bill gate make pre show keynote speech wednesday expected announce detail next generation xbox thrust year show technology put people charge multimedia content store listen watch want device time anywhere people expected attend trade show stretch million square foot highlight include latest trend digital imaging storage technology thinner flat screen high definition tv wireless portable technology gaming broadband technology show also includes several speech key technology company intel microsoft hewlett packard among others story year remains digital completely transforming revolutionising product way people interact jeff joseph consumer electronics association cea told bbc news website personalisation taking mp player creating playlist taking digital video recorder watch want watch longer whim broadcaster consumer electronics gadget phenomenal year according figure released ce organiser cea tuesday gadget explosion signalled strongest growth yet u shipment consumer electronics rose almost trend predicted continue according cea analyst wholesale shipment consumer technology expected grow fastest growing technology included blank dvd medium liquid crystal display lcd tv digital video recorder dvrs portable music player year really begin see come life call place shifting pvr personal video recorder living room move content around house exhibitor showcasing take content anywhere said mr joseph said product making wave next year democratisation content device technology give people freedom music video image also focus design technology following lead apple ipod made ease use good look appeal wider range people key concern cea predicted would several key technology trend watch coming year gaming would continue thrive especially mobile device would reach diverse gamers woman game console sale declining launch next generation console microsoft xbox playstation could buoy sale although widely predicted mr gate would showcasing new xbox medium report cast doubt would talking keynote suggested announcement may take place game developer conference summer instead u home expected home network cea suggested hard drive box medium server capable storing thousand image video audio file accessed device around home commonplace portable device combine mobile telephony digital music video player also popular popularity driven multimedia content service let people watch listen film tv audio wherever mean storage technology demand external hard drive flash memory like sd card ce run officially january,tech,4205,387
359,iraq invite phone licence bid iraq invite bid two telephone licence saying want significantly boost nationwide coverage next decade bid invited local arab foreign company iraq ministry communication said winner work partnership iraqi telecommunication post company itpc firm install operate fixed phone network providing voice fax internet service ministry said wanted increase iraq low telephone service penetration rate today within year also hope develop highly visible changeable telecommunication sector detail bidding tender process published ministry website february also planning road show investor amman jordan ministry said would base selection criterion including speed implementation tariff rate coverage firm experience financial strength,business,1038,100
2083,new ukip defection veritas uk independence party lost one two london assembly member robert kilroy silk new political party expected launch wednesday damian hockney said ex chatshow host mr kilroy silk would deliver better leader eurosceptic party said mr kilroy silk made deputy party leader veritas latin truth source close mr hockney said around eight member london ukip also planning jump ship detail coming week event hammered meeting mr kilroy silk buckinghamshire home sunday bbc news website told news came ukip suspended candidate allegedly suggesting criminally insane killed john houston due stand east kilbride seat lanarkshire next election spokesman ukip called mr hockney quit london assembly ukip asserts mr hockney moral obligation legal one stand mr hockney meanwhile told bbc believe robert kilroy silk deliver better leader eurosceptic party current leadership uk independence party suspension mr houston ukip said selected knew nothing view mr houston alleged said organ criminally insane made available law abiding member community proposed legalisation drug sex trade document reportedly said looking resurrection british empire problem human race environmental others dealt global scale call radical alliance english speaking nation uniquely able ukip spokesman mark croucher said main issue would mr houston reported view presented ukip policy,politics,1938,199
268,cairn energy indian gas find share cairn energy rose penny tuesday uk firm announced fresh gas discovery northern india firm last year made number new find rajasthan area said latest discovery could lead large gas volume however chief executive bill gammell cautioned additional evalution first needed site cairn also granted approval extend rajasthan exploration area approval come indian government spokesman said company decision carry investigation new find showed believed significant gas added still early say extent cairn string find rajasthan last year saw elevated ftse index uk leading listed company company bought right explore area oil giant shell mr gammell former scottish international rugby player,business,1011,105
1781,hobbit picture four year away lord ring director peter jackson said four year start work film version hobbit oscar winner said visit sydney desire make lengthy negotiation think gonna lot lawyer sitting room trying thrash deal ever happen said new zealander right jrr tolkien book split two major film studio jackson currently filming remake hollywood classic king kong said thought sale mgm studio sony corporation would cast uncertainty project year old australian city visit lord ring exhibition attracted visitor since opened december film maker recently sued film company new line cinema undisclosed damage alleged withheld profit lost revenue first part middle earth trilogy fellowship ring went make worldwide profit million million jackson thought secured lucrative film directing deal history remake king kong currently production wellington picture star naomi watt oscar winner adrien brody due released december jackson also committed making film version lovely bone based best selling book alice sebold,entertainment,1495,150
1415,dove soar uk album summit manchester rock band dove entered uk album chart number one new release city trio replace flamboyant u act scissor sister top album follows single black white town reached number six r b star nelly new number one single see team tim mcgraw girl aloud akon kaiser chief new single top ten futureheads usher latest elvis presley release marie name latest flame entered chart number three one place ahead girl aloud wake hip hop performer akon locked number five hotly tipped leeds band kaiser chief second chart hit number six oh god futureheads cover kate bush hound love entered chart number eight usher caught new entry number nine album chart operatic quartet il divo eponymous debut rose place number six crooner tony christie definitive collection new entry number making highest charting album singer career,entertainment,1170,138
982,tutu guantanamo release call archbishop desmond tutu called release remaining inmate guantanamo bay terror suspect detained without trial uk comment follow news four briton held u cuban camp freed within week south african archbishop said detention without trial unacceptable distressing twelve foreign national held indefinitely without trial uk anti terror law referring detention cuba archbishop tutu told bbc news utterly unacceptable rule law order ensure power use power arbitrarily every person retains human right proven conclusively fact guilty moazzam begg birmingham martin mubanga richard belmar feroz abbasi london held u guantanamo bay almost three year tuesday foreign secretary jack straw told common u agreed release four intensive complex discussion security briton detained part u led war terror archbishop added whilst saying thank released happening left behind south africa used dispensation detained people without trial world quite rightly condemned unacceptable unacceptable come acceptable britain united state deeply distressing following mr straw announcement lawyer louise christian represents mr abbasi mr mubanga said government acted sooner foreign national detained uk held belmarsh woodhill prison december house lord uk highest court ruled anti terror measure broke human right law men still behind bar archbishop tutu criticised measure saying opposed arbitrary detention happening even britain shami chakrabarti director civil right group liberty called government practise preaches either free charge detained men home office defended measure spokesman said individual cannot currently prosecuted evidence provided third party cannot safely disclosed criminal proceeding without putting others risk also currently case intelligence gained covert intercept cannot used court law,politics,2629,250
252,federer join time great last year seen one player dominate men tennis one country dominate woman game roger federer became first man since mat wilander win three grand slam one season anastasia myskina became first russian woman win grand slam french open two followed wimbledon u open meanwhile briton tim henman enjoyed best year greg rusedski fought back superbly adversity federer began year world number one holder wimbledon master cup title set conquering new ground swiss sounded warning dominance come australian open ripped draw beating marat safin final andy roddick player put real resistance wimbledon federer performance lleyton hewitt u open final breathtaking federer got better hewitt season ending master cup victory houston proved th successive win final open era record major let third round loss gustavo kuerten french open roland garros main target also surprise loss unheralded tomas berdych olympic game saw chile dominate nicoals massu took single paired fernando gonzaelz win double gold another major trophy look beyond federer davis cup spain home success usa seville roddick struggled clay losing rafael nadal opening day going carlos moya important fourth rubber henman broke new ground reaching semi clay french open stunning effort also u open quarter final defeat mario ancic wimbledon disappointing limp manner briton defeat remains optimistic going next year british number two rusedski endured rollercoaster year returning circuit cleared doping offence march ranking many feared year old career battled back second half season enter top russian woman finally delivered long recognised promise myskina maria sharapova svetlana kuznetsova winning grand slam taking season ending fed cup young russian way different story belgian williams sister veteran lindsay davenport held new wave bay stunning run form wimbledon taking number one ahead amelie mauresmo whose grand slam drought go year started regulation fashion justine henin hardenne beat compatriot kim clijsters australian open virus ruined rest henin hardenne year although fit enough win olympic gold clijsters even miserable suffered serious wrist injury announced end relationship lleyton hewitt happy see year end absence myskina thrashed elena dementieva historic woeful russian final french open wimbledon refreshing affair sharapova captivated sw showing nerve steel battled past davenport serena williams take title davenport strong favourite u open hampered injury lost powerful unflappable kuznetsova semi kuznetsova went give dementieva another grand slam final thrashing latter wayward serve becoming one talking point year russian still improving like henin hardenne clijsters davenport mauresmo venus serena need fully fit motivated may take compatriot safin challenge federer men side,sport,4005,408
